Unnamed: 0,nom,ville,ice
13149,Nali Travaux Et Negoce,Khouribga,000051643000014
13150,Aqua Stella,Casablanca,000051644000084
13151,Promo New,Oujda,000051646000030
13152,Timou Rass De Travaux,Taounate,000051648000073
13153,Immobilier Modere,Safi,000051649000046
13154,Bladi Build,Tetouan,000051650000019
13155,Cetralam,Safi,000051656000051
13156,Pro-Amm,Tetouan,000051659000067
13157,Zemri,Khémisset,000051662000083
13158,Kanikrame,Souihla,000051663000056
13160,Abf Equipement,Oujda,000051665000002
13161,Promo Dali,Sefrou,000051666000072
13162,Land Technologies,Casablanca,000051668000018
13163,Fiscalite Collegues Impots Et Taxes,Fès,000051671000034
13164,Mofimpex Ltd,Casablanca,000051673000077
13165,Zafaf Batiment,Sidi Moumen,000051674000050
13166,Matula Conseil Maroc,Casablanca,000051677000066
13167,Casa Clean,Berrechid,000051679000012
13168,Cougar Location,Casablanca,000051683000001
13169,Hadaelec,Casablanca,000051684000071
13170,Maroc Auto Parts,El Maarif,000051685000044
13171,Dom Corp,El Maarif,000051686000017
13172,S.A Building,Safi,000051688000060
13173,Benjar Batiment,Casablanca,000051689000033
13174,Annis Telecom,Fès,000051691000076
13175,Bouhjar Car,Oujda,000051692000049
13176,Light Click,Fès,000051694000092
13177,Ferd Societe De Batiment Et Travaux Divers,Casablanca,000051695000065
13178,Asfouri Trans & Fils,Tanger,000051697000011
13179,Bordados Benmar,Tanger,000051703000043
13180,First Magazine,Casablanca,000051705000086
13182,Societe Kadiss De Peinture,Casablanca,000051707000032
13183,Lahridi,Sidi Bernoussi,000051709000075
13184,For Us Negoce,Oujda,000051711000021
13185,Katsu Motor,Sidi Bernoussi,000051712000091
13186,Tm Developpement,Marrakech,000051713000064
13187,Dentaire Sidi Moumen,Sidi Moumen,000051714000037
13188,Bab Anmil Maroc,Sidi Youssef Ben Ali,000051717000053
13189,Lyas Kit,Khémisset,000051718000026
13190,Socior,Oujda,000051719000096
13191,Ait El Garour,Amizmiz,000051720000069
13192,Hyper Services Et Telecom,Oujda,000051721000042
13193,Nancy Trav,Oujda,000051723000085
13194,Cristal D'Ourika,Marrakech,000051724000058
13195,Creat'In,Sebaâ,000051726000004
13196,Ouardani Trans,Tanger,000051728000047
13197,Al Momayaza Asfar,Marrakech,000051731000063
13198,Ste Aki-Decore,Oujda,000051732000036
13199,Abraj Orient,Oujda,000051734000079
13200,Electricite Alil,Marrakech,000051737000095
13201,Tannerie Al Aahd Al Jadid,Fès,000051738000068
13202,Notrap,Casablanca,000051739000041
13203,Best Ladid,Marrakech,000051740000014
13204,AGROJARDIN,Casablanca,000051742000057
13205,Best Travaux Walid,Hay Mohammadi,000051744000003
13206,Business Quality,Casablanca,000051745000073
13207,Le Palais Des Jbilates,Casablanca,000051746000046
13208,Jaouhara Fil,Safi,000051750000035
13209,Sofoger,Tanger,000051751000008
13210,Ste Sara Finances,Souk Sebt Oulad Nemma,000051754000024
13211,Eveil Des Sens,Gueliz Ar,000051755000094
13212,Macilisar,Tanger,000051756000067
13213,Unated Transport Service,Agadir,000051757000040
13214,Playa Construction,Oujda,000051758000013
13215,Villa Salsabil,Tanger,000051759000083
13216,Nerjes De Transport,Jamaat Shaim,000051761000029
13217,Marwa-Youssra Travel,Sebaâ,000051762000002
13218,Sofayam,Chock,000051768000034
13219,Linate Car,Fquih Ben Salah,000051769000007
13220,Voda Travaux,Tanger,000051770000077
13221,Agayou,Sidi Youssef Ben Ali,000051774000066
13222,El Bekkaoui Car,Oujda,000051776000012
13223,Aire Design Conseil,Fès,000051784000087
13224,Ofmak Bureautique,Sidi Moumen,000051788000076
13225,Aya Moule,Fès,000051789000049
13226,Qualitiss,Casablanca,000051790000022
13227,Chouki Transport,Hay Mohammadi,000051795000081
13228,Rose De L'Ocean,Kénitra,000051800000043
13229,Zenith Telecom,Marrakech,000051803000059
13230,Prestations Zero Defaut  (Sopreto),Oujda,000051804000032
13231,Fendi'S Car,Oujda,000051805000005
13232,Wilaya Car,Oujda,000051807000048
13233,Bricorient,Oujda,000051808000021
13234,Staff Finis,Casablanca,000051809000091
13235,New Wash Groupe,Sebaâ,000051810000064
13236,Prima Maintenance,Sidi Bernoussi,000051811000037
13237,Al Atlas Al Kabir Takhfist,Ourika,000051812000010
13238,Nadera Pub,Oujda,000051813000080
13239,Lasmari Energie Produits,Casablanca,000051814000053
13240,Best Fabric,Hay Mohammadi,000051815000026
13241,Fatima Zahra Aluminium,Kénitra,000051817000069
13242,Con Vis,Nador,000051818000042
13243,Entrepreneur Alyad Sihriya,Sidi Moumen,000051819000015
13244,Villa Services,Imrabten,000051824000074
13245,Handitours,Gueliz,000051825000047
13246,Trans Asafou,Kénitra,000051827000090
13247,Ounatrade,Mediouna,000051830000009
13248,Riad Douzi,Marrakech,000051833000025
13249,Chamal Transport,Al Aaroui,000051834000095
13250,Sifkac,Marrakech,000051835000068
13251,Jabbouji Travaux,Marrakech,000051837000014
13252,Loft Car,Casablanca,000051839000057
13253,Seggara Flamme,Bourd,000051840000030
13254,Biochim,Casablanca,000051847000035
13255,Com Par Magie,Casablanca,000051848000008
13256,Baidabat,Casablanca,000051851000024
13257,Orient Change,Nador,000051853000067
13258,Sicily Food,Agadir,000051855000013
13259,Hydrau Multi Elec,Oujda,000051856000083
13260,Fes Pc,Fès,000051857000056
13261,A.G.K Process,El Maarif,000051858000029
13262,Kazdar Trans,Sidi Bernoussi,000051859000002
13263,Fataprim,Agadir,000051860000072
13264,Bordeneze,Settat,000051861000045
13265,Jaba Park,Tanger,000051862000018
13266,La Realisation Afro Marocaine De Batiment  (Ramb),Casablanca,000051863000088
13267,Adiafa Al Maghribia,Casablanca,000051868000050
13268,Saracon,Chock,000051869000023
13269,Atlantic Partner Maroc,Casablanca,000051870000093
13270,Montapilo,Agadir,000051871000066
13271,Societe Innoovante De Construction Tangeroise  (Siect),Tanger,000051872000039
13272,Worldtex,Casablanca,000051873000012
13273,Revazur,Casablanca,000051875000055
13274,Botechiche Et Consort,Sefrou,000051876000028
13275,Sanooj,Casablanca,000051877000001
13276,Sotralouch,Nador,000051879000044
13277,Machines Espain Marroc,Marrakech,000051881000087
13278,Construction Et Gestion Immobiliere,Marrakech,000051882000060
13279,Entreprise Camarades,Tanger,000051885000076
13280,Azzizwa Travaux,Taourirt,000051886000049
13281,Maison Idrissi,Fida,000051888000092
13282,Chaw-Tex,Sidi Bernoussi,000051889000065
13283,La Toure Immobiliere,Berkane,000051890000038
13284,Iso Challenge,Al Hoceima,000051891000011
13285,Univers Thermo Cold,Oujda,000051892000081
13286,Ste De Travaux Sidi Maafa,Oujda,000051893000054
13287,Sigest Consulting,Agadir,000051895000097
13288,Lhmamna,Marrakech,000051896000070
13289,Bello Il Marocco,Sidi Othmane,000051899000086
13290,Leader Building,Sidi Bernoussi,000051900000059
13291,Sermat,Fès,000051902000005
13292,Assalli,Fès,000051904000048
13293,Entreprise Belge De Location De Voitures,Tanger,000051907000064
13294,Ouchan Travaux,Marrakech,000051912000026
13295,Ste Lhanaoui De Ghafsai,Sidi Yahya Bni Zeroual,000051914000069
13296,Le Faucon Metal,Sidi Bernoussi Ar,000051915000042
13297,Enabel Import,Kénitra,000051916000015
13298,Oubkar,Mohammedia,000051917000085
13299,Societe Al Amal Billah,Sefrou,000051920000004
13300,Freres Pour La Distribution De Marchandises  (Fredimar),Sidi Othmane,000051922000047
13301,Reeg-Car,Oujda,000051927000009
13302,Augeo,Fès,000051929000052
13303,Anoya,Oujda,000051931000095
13304,Irgatrave,Fès,000051933000041
13305,Pita Calimero,Fès,000051937000030
13306,Rabie Menage,Casablanca,000051938000003
13307,Const-Chaara,Tanger,000051939000073
13308,Kamalco,Bouskoura,000051943000062
13309,Mhaja,Oued Amlil,000051944000035
13310,City Ain Melloul,Tetouan M,000051946000078
13311,Zrher,Oujda,000051947000051
13312,Espace Nouh Energies,Agadir,000051949000094
13313,Hospitality Concepts Evolution,Casablanca,000051951000040
13314,Aabouche,Casablanca,000051955000029
13315,Casablanca Outsourcing Services,Casablanca,000051956000002
13316,Lux Assistance Et Developpement,Casablanca,000051959000018
13317,Azama Trading,Casablanca,000051960000088
13318,Rekha Import Export,Casablanca,000051961000061
13319,Societe Des Grands Chantiers De Batiment,Khémisset,000051963000007
13320,Hermetika Pvc,Nador,000051964000077
13321,Ghaya Services,Agadir,000051967000093
13322,Abna Transport,Agadir,000051969000039
13323,Belair Rent Car,Tanger,000051970000012
13324,Bra Therme,Casablanca,000051971000082
13325,Tando Construction,Fès,000051972000055
13326,Ctr El Tabar,Agadir,000051973000028
13327,L.M.T Trans,Casablanca,000051974000001
13328,Omamine De Caisserie,Mdina Ar,000051975000071
13329,Crock-Food,Fès,000051978000087
13330,Tinghras,Fès,000051979000060
13331,Jinsco Services,Marrakech,000051982000076
13333,Khaoula Proprete,Oujda,000051986000065
13334,Delta Fusion,Sidi Moumen,000051988000011
13335,Ste Al Khouloud De Travaux Divers,Fès,000051989000081
13336,Ihefren Std,Zouagha,000051990000054
13337,H2N Precision,Casablanca,000051993000070
13338,Yahya Decor,Sidi Bernoussi,000051995000016
13340,Novomar,Laayoune,000051998000032
13341,Groupe Olm,Casablanca,000051999000005
13342,Mediterrannee Jet Sky,Al Hoceima,000052005000037
13343,Ste Steptra De Peinture Et Travaux Divers,Agadir,000052006000010
13344,General Marketing Partner,Tanger,000052008000053
13345,Sotelex,Fès,000052010000096
13346,El Ghazimor Immobiliere,Tanger,000052011000069
13348,Riad Kabbaj,Fès,000052013000015
13349,Sareltrans,Casablanca,000052014000085
13350,Rotametrica Maroc,Settat,000052018000074
13351,Benzao Immo,Tanger,000052019000047
13352,Bativred,Arfoud,000052022000063
13353,Marfib,Marrakech,000052023000036
13354,Vital Menage,Oujda,000052024000009
13355,Reda Materiaux Et Construction,Fès,000052025000079
13356,Igoud Gaz,Nouaceur,000052027000025
13357,Cfm Technologie,Seba Ar,000052028000095
13358,Cpf Taify,Chock,000052031000014
13359,Younes Beton,Sidi Bernoussi,000052032000084
13360,Ouhrourou Travaux,Sale,000052035000003
13361,Transport Lamsani,Sidi Bernoussi,000052038000019
13362,Nlk Bati Concept,Sidi Bernoussi,000052039000089
13363,Les Controles Marocains Textile  (Lcmt),Temara,000052040000062
13364,Boughlab Negoce,Marrakech,000052044000051
13365,MARRAKECH GRAND PRIX,Marrakech,000052045000024
13366,Hotel Bank,Boukhalef,000052047000067
13367,Gsm-Building,Sebaâ,000052051000056
13368,Rayon Saada,Sidi Bernoussi,000052055000045
13369,Poly Concept,Casablanca,000052056000018
13370,Amjad Jet,Aourir,000052057000088
13371,Alain Location,Tanger,000052060000007
13372,Bms Maroc,Marrakech,000052061000077
13373,Haouz Materiaux,Souihla,000052066000039
13374,Chatob,Gueliz,000052067000012
13375,Balsamine,Marrakech,000052068000082
13376,Neuf Mars Trans,Casablanca,000052069000055
13377,Ben Hassan-Clim,Sidi Youssef Ben Ali,000052070000028
13378,Tada Car,Casablanca,000052072000071
13379,Marbeton,Hassani,000052073000044
13380,Equipement Essabiri Ahfad,Taroudannt,000052074000017
13381,Plomberie Marif,Marrakech,000052075000087
13382,Tanger - Med Logistics,Tanger,000052076000060
13383,Keni Call,Kénitra,000052078000006
13384,Actif Holding,Casablanca,000052079000076
13385,Felbat Trans,Tanger,000052082000092
13386,Krimutex,Tanger,000052085000011
13387,Lazaki,Tanger,000052086000081
13388,Zinog,Ain Kansara,000052087000054
13389,Distrigoce,Oujda,000052088000027
13390,Rousel Travaux,Sidi Rahhal,000052089000097
13391,Al Moubadara De Batiment,Casablanca,000052091000043
13392,Carre Propre Pressing,Saada,000052092000016
13393,Moderne Energy,Settat,000052094000059
13394,Universal Phenix Com,Casablanca,000052096000005
13395,Transport Al Itquane,Casablanca,000052097000075
13396,MATRAVIA (Marocaine de transformation de viande),Bouskoura,000052098000048
13397,Hydro Station,Sale,000052099000021
13398,Azwawa Des Travaux,Taounate,000052101000064
13399,Sarh Batiment,Sidi Bernoussi,000052102000037
13400,Boulgana Transport,Sebaâ,000052103000010
13402,Romane-Tac,Fquih Ben Salah,000052107000096
13403,North Real Estate,Tanger,000052109000042
13404,Trad And Travel,Fès,000052114000004
13405,Galaxie Metal,Tetouan,000052115000074
13406,Bejad Car,Sultan,000052117000020
13407,Entreprise Des Batisseurs Selectionnes,Casablanca,000052119000063
13408,Phyto-Karia,Karia Ba Mohamed,000052120000036
13409,Monte Bois,Tanger,000052122000079
13410,Belaidi Negoce,Nador,000052124000025
13411,Folorov,Casablanca,000052126000068
13412,O.G. Lab,Casablanca,000052127000041
13413,Sogeac,Casablanca,000052131000030
13414,Felix-Car,Oujda,000052132000003
13415,Renacham Construction,Sidi Moumen,000052134000046
13416,K.Wear,Moulay Rachid,000052135000019
13417,Techno Mec,Casablanca,000052136000089
13418,Societe De Transport Logistique Et Mecanique,Casablanca,000052137000062
13419,Mrah Rmel,Ksar El Majaz,000052138000035
13420,Abghi Bat,Bni Makada,000052140000078
13421,Marrakech Building,Gueliz,000052142000024
13422,Fahmi Maghreb Aluminium,Larache,000052143000094
13423,Hardy Trade,Marrakech,000052144000067
13424,Hydtherm,Tanger,000052145000040
13425,Sar Shoes,Sidi Bernoussi,000052148000056
13426,Herras Car,Oujda,000052149000029
13427,S2Cit Industrie,Casablanca,000052151000072
13428,Travomar,Selouane,000052152000045
13429,Initial Bureautique,Casablanca,000052153000018
13430,Karma Shoes,Casablanca,000052157000007
13431,Saralaiyte,Marrakech,000052158000077
13432,Hiba Cablage,Tetouan,000052159000050
13433,M.M Metal,Tanger,000052160000023
13434,Carrosserie La Poste,Casablanca,000052161000093
13435,Premira Industrie,Tanger,000052164000012
13437,Alliance Genie Civil,Gueliz,000052167000028
13438,Directus,Casablanca,000052172000087
13439,Aain La Tanam,Casablanca,000052173000060
13440,Rafa Shoes,Sidi Bernoussi,000052174000033
13441,Distrim,Assoukhour Assawda,000052175000006
13442,Ben Laaloul Des Grands Travaux  (S. B. G. T),Béni Mellal,000052177000049
13443,Asilah Travaux,Assilah,000052178000022
13444,Tadlagri,Béni Mellal,000052181000038
13445,Prima Rent A Car,Tetouan,000052182000011
13446,Menara-Food Services,Tanger,000052183000081
13447,Soziane Immobiliere,Tetouan,000052184000054
13448,Alaben,Tahannaout,000052185000027
13449,Cafe Mondial Negoce,Fès,000052186000097
13450,Nice Fashion,Casablanca,000052189000016
13451,Ronacom,Guercif,000052192000032
13452,Luxe Menuiserie,Agdal,000052193000005
13453,Skant,Casablanca,000052195000048
13454,Kabour Trans,Casablanca,000052196000021
13455,Plosane,Casablanca,000052197000091
13456,Le Castellet,Tanger,000052198000064
13457,Magi Food,Hassani,000052199000037
13458,Tebbaa Car,Ouarzazate M,000052202000053
13459,Mamadou Jet,Oujda,000052203000026
13460,Dakicha,Casablanca,000052204000096
13461,Zabat,Casablanca,000052205000069
13462,Tanta Import,Casablanca,000052207000015
13463,Bahid Investissement,Gueliz,000052208000085
13464,Tfoulki De Batiment,Casablanca,000052209000058
13465,Le Rond Point De L'Immobilier,Marrakech,000052210000031
13466,Baaziz De Transport,Oued Amlil,000052211000004
13467,Ecole Privee Rawafid,Marrakech,000052213000047
13468,Electricite Taourirt,Oujda,000052216000063
13469,Espace Commercial Maktab Souss,Ait Melloul,000052217000036
13470,Baquar,Azilal,000052218000009
13471,Diez Transport,Tanger,000052219000079
13472,Tidli Cars,Agadir,000052220000052
13473,Ditlot,Safi,000052221000025
13474,Travdiv Touki,Hay Mohammadi,000052223000068
13475,Sobetral,Casablanca,000052224000041
13476,Houda Pro,Tanger,000052225000014
13477,Allpeint,Casablanca,000052226000084
13478,Formamma,Tanger,000052230000073
13479,Bristopromo,Tetouan,000052231000046
13480,Acces Call Center,Casablanca,000052232000019
13481,Achlhi Cars,Agadir,000052238000051
13482,Euro Securite,Oujda,000052240000094
13483,Missouri Negoce,Casablanca,000052241000067
13484,Espoir Bobinage,Sidi Bernoussi,000052242000040
13485,Marrakech Inter Bagage,Marrakech,000052243000013
13486,Sigma Links,Chock,000052244000083
13487,Gtm Univers,Casablanca,000052246000029
13488,Premium Gestion,Bourd,000052249000045
13489,Idam Promotion,Tanger,000052251000088
13490,Literie Marti,Tanger,000052253000034
13491,Topani,Hay Mohammadi,000052255000077
13492,Marrakech For Ever,Tanger,000052256000050
13493,Nador Tour,Selouane,000052257000023
13494,Electro Feryom,Tanger,000052258000093
13495,Norluz,Tanger,000052259000066
13496,Boularbah Construction,Marrakech,000052267000044
13497,Fatora,Oulad Tayeb,000052268000017
13498,Mr Electrique,Casablanca,000052272000006
13499,Charles Traiteur,Casablanca,000052273000076
13500,Impo Nego,Hassani,000052276000092
13501,Hp Islam Maroc,Hassani,000052277000065
13502,Momi Promotion,Oulad Mimoun,000052280000081
13503,Diligence Production,Casablanca,000052284000070
13504,Boulaouane Car,Casablanca,000052285000043
13505,Inter-Gest,Tanger,000052288000059
13506,Bellai International,Oujda,000052289000032
13507,Comptoir General Targa  (Cogetar),Marrakech,000052293000021
13508,Saber Finance Corporation,Tanger,000052295000064
13509,Fangach Auto,Tiznit,000052297000010
13510,Le Novateur,Casablanca,000052298000080
13511,NOUTEB (Nouvelle technologie de batiment),Casablanca,000052299000053
13512,Zoujaj Al Madina Al Hamra,Marrakech,000052300000026
13513,Mahalkom Ameublement,Marrakech,000052301000096
13514,Authentic Menuiserie,Casablanca,000052302000069
13515,Rodav,Sebaâ,000052303000042
13516,F3 Consulting,Fès,000052305000085
13517,Odeo,Oujda,000052306000058
13518,Alma Service Maritime,Agadir,000052307000031
13519,Marzagane Bat,Casablanca,000052308000004
13520,Earth Development,Gueliz Ar,000052310000047
13521,Gadji Construction,Ghmate,000052312000090
13522,Ali-Food,El Maarif,000052313000063
13523,Car Bus,Tit Mellil,000052314000036
13524,Mahsom,Taza,000052315000009
13525,Ali Ouhab Construction,Marrakech,000052320000068
13526,Baakili,Tiznit,000052321000041
13527,Societe Twin River Maco,Tanger,000052323000084
13528,Etablissement Arij Prive,Tanger,000052324000057
13529,Obor Voyage,Youssoufia,000052327000073
13530,Irazan Cars,Tiznit,000052328000046
13531,Kan Food Maroc,Tanger,000052329000019
13532,Kan Gursel Construction Maroc,Tanger,000052330000089
13534,Nisserine Transport,Selouane,000052332000035
13535,Club Grossiste,Casablanca,000052335000051
13536,Selburo,Sebaâ,000052336000024
13537,Pompage Saha,El Maarif,000052338000067
13538,Imprimerie El Moutaouakkil,Casablanca,000052339000040
13539,Rena Menuiserie,Oujda,000052341000083
13540,Enimsay Securite Et Services,Tanger,000052342000056
13541,Youswa Constructions,Agadir,000052343000029
13542,S.S.U,Casablanca,000052344000002
13543,Mechchate Design,Fès,000052345000072
13544,Oussama Car,Casablanca,000052346000045
13545,Electro Hbilou,Tit Mellil,000052347000018
13546,Creation Francesco Da Macci,Tanger,000052348000088
13547,Media Professionel,Casablanca,000052349000061
13548,Jaka Traconfin,Tanger,000052350000034
13549,Deportes Pescasub,Tanger,000052353000050
13550,Romalic,Béni Mellal,000052354000023
13551,Safa Gestion,Marrakech,000052356000066
13552,Sonotrame,Sidi Bernoussi,000052357000039
13553,New Line Car,Casablanca,000052364000044
13554,Taassis Liloumrane,Casablanca,000052369000006
13555,Trafma,Hassani,000052370000076
13556,Nouveau Groupe Dingenierie Maroc,Assilah M,000052372000022
13557,Ok Voyages,Marrakech,000052373000092
13558,Aga Logistic,Agadir,000052374000065
13559,Khaoula D'Import & Export,Fès,000052377000081
13560,Jaoudat Al Binaa,Tanger,000052378000054
13561,Ouazan Elec,Fès,000052379000027
13562,Magri-Foods,Fès,000052380000097
13563,Decorador,Tanger,000052383000016
13564,El Bardai Tissu,Fès,000052384000086
13565,Le Prince Pam,Fès,000052386000032
13566,Idolan Transport,Agadir,000052387000005
13567,Ettijani Iskane,Tanger,000052388000075
13568,Beni Met,Béni Mellal,000052390000021
13569,Adismatrans,Casablanca,000052391000091
13570,Achourouq Media,Agdal Riyad,000052394000010
13571,Amari Car,Agadir,000052396000053
13572,Yang Guang,Casablanca,000052397000026
13573,Rayan Consulting,Casablanca,000052399000069
13574,Tensift Works Company,Ouahat Sidi Brahim,000052400000042
13575,Betramen,Casablanca,000052404000031
13577,Batip,Nador,000052407000047
13578,Dounia Afrah Milano,Hay Mohammadi,000052409000090
13579,Batiboum,Hay Mohammadi,000052410000063
13580,Altitude Telecom,El Maarif,000052411000036
13582,Fadlalah Car,Béni Mellal,000052419000014
13583,Amllah Decor,Oulad Salah,000052420000084
13584,Nekour Car,Tanger,000052422000030
13585,Mzouda Gaz,Majjate,000052429000035
13586,Assim Cars,Béni Mellal,000052430000008
13587,Zerbati,Fès,000052431000078
13588,Batistim,Casablanca,000052433000024
13589,Alias Service,Jadida,000052437000013
13590,Logika Construction,Tabriquet,000052438000083
13591,Sorenmi,Casablanca,000052441000002
13593,Thtop,Rabat,000052444000018
13594,Piotto Consulting,Casablanca,000052447000034
13596,Continental Motors,Taza,000052456000082
13597,Souiri Logistica,Casablanca,000052464000060
13598,Bab Taza,Taza,000052469000022
13599,Pizatrans,Moulay Rachid,000052473000011
13600,Beton Expance,Casablanca,000052474000081
13601,Nour-Echark,Oujda,000052476000027
13602,Ait Alaanaz,Berkane,000052477000097
13603,Petits Cheris Prive,Nador,000052478000070
13604,York Negoce,Tit Mellil,000052479000043
13605,Gripimex,Nador,000052481000086
13606,Placoma,Casablanca,000052482000059
13607,Essakhi Et Fares Trans,Sidi Moumen,000052484000005
13608,Metacom,Sidi Bennour,000052486000048
13609,Avm Concept,Hassani Ar,000052487000021
13610,Zine El Abidine Cars,Sale,000052494000026
13611,Seam De Vente Et Transport,Agadir,000052498000015
